cell,composition,contention,seed,policy,utility_family,workload_hash,scenario_hash,agent,archetype,priority,completion,mandatory_failures,optional_refinement_rate,quality,backend_calls,blocked_calls,allocated,charged,unused,exhausted
homogeneous__high,homogeneous,high,1193028957,equal,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a1,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,equal,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a2,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,equal,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a3,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,equal,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a4,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,equal,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a5,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 16, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,drf,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a0,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,drf,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a1,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,drf,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a2,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,drf,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a3,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,drf,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a4,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,drf,none,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a5,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 16, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,decomposed_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a0,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,decomposed_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a1,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,decomposed_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a2,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,decomposed_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a3,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,decomposed_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a4,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,decomposed_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a5,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 16, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_linear,LINEAR,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a0,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_linear,LINEAR,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a1,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_linear,LINEAR,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a2,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 16, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_linear,LINEAR,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a3,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_linear,LINEAR,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a4,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_linear,LINEAR,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a5,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a0,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a1,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a2,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a3,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a4,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_cobb_douglas,COBB_DOUGLAS,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a5,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 16, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_ces,CES,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a0,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_ces,CES,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a1,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_ces,CES,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a2,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 16, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_ces,CES,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a3,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_ces,CES,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a4,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_ces,CES,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a5,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_leontief,LEONTIEF,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a0,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_leontief,LEONTIEF,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a1,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 16, ""API_CREDITS"": 33}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,1193028957,joint_leontief,LEONTIEF,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a2,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_leontief,LEONTIEF,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a3,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_leontief,LEONTIEF,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a4,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.5,0.2875,9,1,"{""COMPUTE"": 72, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 72, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 2}","{""COMPUTE"": 5, ""MEMORY"": 1}"
homogeneous__high,homogeneous,high,1193028957,joint_leontief,LEONTIEF,d5c4fe4051ebe9a5,f1ebae6e2f1a41ab,a5,code_review+doc_processing+monitoring+research,1.0,0.375,5,0.0,0.26249999999999996,8,2,"{""COMPUTE"": 71, ""MEMORY"": 61, ""DATASET"": 17, ""API_CREDITS"": 34}","{""COMPUTE"": 64, ""MEMORY"": 54, ""DATASET"": 16, ""API_CREDITS"": 28}","{""COMPUTE"": 7, ""MEMORY"": 7, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 7}"
homogeneous__high,homogeneous,high,2456919415,equal,none,f253bc95788fb374,afd3ac03de9e3c40,a0,doc_processing+monitoring+research,1.0,0.5,4,0.5,0.36250000000000004,11,1,"{""COMPUTE"": 70, ""MEMORY"": 60, ""DATASET"": 21, ""API_CREDITS"": 27}","{""COMPUTE"": 70, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 27}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 2, ""DATASET"": 2, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,2456919415,equal,none,f253bc95788fb374,afd3ac03de9e3c40,a1,doc_processing+monitoring+research,1.0,0.5,4,0.5,0.36250000000000004,11,1,"{""COMPUTE"": 70, ""MEMORY"": 60, ""DATASET"": 21, ""API_CREDITS"": 27}","{""COMPUTE"": 70, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 27}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 2, ""DATASET"": 2, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,2456919415,equal,none,f253bc95788fb374,afd3ac03de9e3c40,a2,doc_processing+monitoring+research,1.0,0.5,4,0.5,0.36250000000000004,11,1,"{""COMPUTE"": 70, ""MEMORY"": 60, ""DATASET"": 21, ""API_CREDITS"": 27}","{""COMPUTE"": 70, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 27}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 2, ""DATASET"": 2, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,2456919415,equal,none,f253bc95788fb374,afd3ac03de9e3c40,a3,doc_processing+monitoring+research,1.0,0.5,4,0.0,0.32499999999999996,10,2,"{""COMPUTE"": 69, ""MEMORY"": 59, ""DATASET"": 21, ""API_CREDITS"": 27}","{""COMPUTE"": 60, ""MEMORY"": 50, ""DATASET"": 16, ""API_CREDITS"": 22}","{""COMPUTE"": 9, ""MEMORY"": 9, ""DATASET"": 5, ""API_CREDITS"": 5}","{""COMPUTE"": 3, ""DATASET"": 2, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,2456919415,equal,none,f253bc95788fb374,afd3ac03de9e3c40,a4,doc_processing+monitoring+research,1.0,0.5,4,0.0,0.32499999999999996,10,2,"{""COMPUTE"": 69, ""MEMORY"": 59, ""DATASET"": 21, ""API_CREDITS"": 27}","{""COMPUTE"": 60, ""MEMORY"": 50, ""DATASET"": 16, ""API_CREDITS"": 22}","{""COMPUTE"": 9, ""MEMORY"": 9, ""DATASET"": 5, ""API_CREDITS"": 5}","{""COMPUTE"": 3, ""DATASET"": 2, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,2456919415,equal,none,f253bc95788fb374,afd3ac03de9e3c40,a5,doc_processing+monitoring+research,1.0,0.5,4,0.0,0.32499999999999996,10,2,"{""COMPUTE"": 69, ""MEMORY"": 59, ""DATASET"": 21, ""API_CREDITS"": 26}","{""COMPUTE"": 60, ""MEMORY"": 50, ""DATASET"": 16, ""API_CREDITS"": 22}","{""COMPUTE"": 9, ""MEMORY"": 9, ""DATASET"": 5, ""API_CREDITS"": 4}","{""COMPUTE"": 3, ""DATASET"": 2, ""API_CREDITS"": 1}"
homogeneous__high,homogeneous,high,2456919415,drf,none,f253bc95788fb374,afd3ac03de9e3c40,a0,doc_processing+monitoring+research,1.0,0.5,4,0.5,0.36250000000000004,11,1,"{""COMPUTE"": 70, ""MEMORY"": 60, ""DATASET"": 21, ""API_CREDITS"": 27}","{""COMPUTE"": 70, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 27}","{""COMPUTE"": 0, ""MEMORY"": 2, ""DATASET"": 5, ""API_CREDITS"": 0}","{""COMPUTE"": 2, ""DATASET"": 2, ""API_CREDITS"": 1}"
