cell,delta,contention,contention_ratio,seed,task_workload_hash,capacity_by_resource,realized_contention_by_resource,active_resource_count,drift_source_total,changed_identities_total,task_mixture_tv_from_baseline_mean,mand_demand_tv_mean_pairwise,task_entropy_mean,cross_agent_dissimilarity,staleness_error_mean,calibration_error_mean,latent_oracle_error_mean
delta0.75__high,0.75,high,1.9,986685360,fb91f214a96e38f3,"{""COMPUTE"": 424, ""MEMORY"": 355, ""API_CREDITS"": 190, ""DATASET"": 93}","{""COMPUTE"": 1.5424528301886793, ""MEMORY"": 1.6028169014084508, ""API_CREDITS"": 1.4052631578947368, ""DATASET"": 2.150537634408602}",4,35,29,0.553910683176567,0.13226070876964166,0.5380489285273158,0.07876415031774762,135.8176798598195,11.514141263259923,48.116356996844274
delta0.75__high,0.75,high,1.9,1040871164,1e268d18a2f6c040,"{""COMPUTE"": 539, ""MEMORY"": 459, ""API_CREDITS"": 265, ""DATASET"": 122}","{""COMPUTE"": 1.7142857142857142, ""MEMORY"": 1.6623093681917211, ""API_CREDITS"": 1.5735849056603775, ""DATASET"": 1.5081967213114753}",4,37,34,0.5867063317305626,0.1185151933477355,0.5447852406649363,0.07374335231700833,155.8284242472631,11.47913163940536,45.852147500652485
delta0.75__high,0.75,high,1.9,1109034924,de6ddcaf81f58088,"{""COMPUTE"": 610, ""MEMORY"": 479, ""API_CREDITS"": 283, ""DATASET"": 71}","{""COMPUTE"": 1.6721311475409837, ""MEMORY"": 1.7995824634655533, ""API_CREDITS"": 1.6607773851590106, ""DATASET"": 3.380281690140845}",4,36,31,0.5670397639241677,0.09313065471444477,0.6485445987684701,0.06618274536450237,155.77783640936977,26.985532641883463,47.27995784551086
delta0.75__high,0.75,high,1.9,1154819737,13f2864e7a6dc570,"{""COMPUTE"": 455, ""MEMORY"": 362, ""API_CREDITS"": 209, ""DATASET"": 58}","{""COMPUTE"": 2.035164835164835, ""MEMORY"": 2.1187845303867405, ""API_CREDITS"": 2.0334928229665072, ""DATASET"": 3.1724137931034484}",4,37,30,0.6216241839608517,0.07591038292051183,0.5422369328069782,0.05680766213742733,159.7638787253699,17.084012170720907,40.48217730024484
delta0.75__high,0.75,high,1.9,1158762883,8517694edb7e6434,"{""COMPUTE"": 444, ""MEMORY"": 360, ""API_CREDITS"": 208, ""DATASET"": 68}","{""COMPUTE"": 2.454954954954955, ""MEMORY"": 2.45, ""API_CREDITS"": 2.4326923076923075, ""DATASET"": 2.588235294117647}",4,40,39,0.7074081821960753,0.0979723574179722,0.5264389186190446,0.06241941595508529,197.4791704923181,15.453709928588689,35.793482842839126
delta0.75__high,0.75,high,1.9,1164103101,dc02b58532373d3c,"{""COMPUTE"": 390, ""MEMORY"": 337, ""API_CREDITS"": 173, ""DATASET"": 106}","{""COMPUTE"": 1.7692307692307692, ""MEMORY"": 1.6735905044510386, ""API_CREDITS"": 1.7109826589595376, ""DATASET"": 1.2075471698113207}",4,37,20,0.4870100846296937,0.1558852453509005,0.4139720721017972,0.11648373798946898,146.5858270917484,19.211012337609123,39.73955457335661
delta0.75__high,0.75,high,1.9,1175015440,9cf4ccf36b7ef722,"{""COMPUTE"": 470, ""MEMORY"": 411, ""API_CREDITS"": 206, ""DATASET"": 144}","{""COMPUTE"": 1.574468085106383, ""MEMORY"": 1.4841849148418491, ""API_CREDITS"": 1.5825242718446602, ""DATASET"": 1.0}",4,36,28,0.5196096870508753,0.10534614730446612,0.5279660689740849,0.06614659590630752,161.20038710823772,25.690748868508006,49.06072388208825
delta0.75__high,0.75,high,1.9,1223536910,7077a2f718b90316,"{""COMPUTE"": 292, ""MEMORY"": 256, ""API_CREDITS"": 120, ""DATASET"": 89}","{""COMPUTE"": 2.4452054794520546, ""MEMORY"": 2.45703125, ""API_CREDITS"": 2.4916666666666667, ""DATASET"": 2.606741573033708}",4,32,23,0.5073113154963732,0.10809210153772163,0.4304647916085982,0.06882438370588953,165.1248942524346,9.533425193802767,53.74243174745944
delta0.75__high,0.75,high,1.9,1272846855,7330c5288bdc9db2,"{""COMPUTE"": 445, ""MEMORY"": 379, ""API_CREDITS"": 197, ""DATASET"": 113}","{""COMPUTE"": 2.4359550561797754, ""MEMORY"": 2.387862796833773, ""API_CREDITS"": 2.553299492385787, ""DATASET"": 2.0530973451327434}",4,34,21,0.47427730604638035,0.04221811291204779,0.42270900113205706,0.027564604738478864,171.5451154681067,17.1405971501552,68.70978473499594
delta0.75__high,0.75,high,1.9,1329904169,ea78fb41acd595ec,"{""COMPUTE"": 358, ""MEMORY"": 294, ""API_CREDITS"": 150, ""DATASET"": 72}","{""COMPUTE"": 2.016759776536313, ""MEMORY"": 1.989795918367347, ""API_CREDITS"": 1.9666666666666666, ""DATASET"": 1.8888888888888888}",4,43,28,0.48350407967841874,0.1621194064510273,0.4934595986903249,0.12007353989217934,109.63479529012791,16.228111931928513,26.61065062859753
delta0.75__high,0.75,high,1.9,1393164231,3cb8fbcf1d177537,"{""COMPUTE"": 332, ""MEMORY"": 297, ""API_CREDITS"": 139, ""DATASET"": 115}","{""COMPUTE"": 2.63855421686747, ""MEMORY"": 2.4444444444444446, ""API_CREDITS"": 2.8633093525179856, ""DATASET"": 1.5304347826086957}",4,36,28,0.6095441660107319,0.08082903727553101,0.5254322643185999,0.05325211353914891,152.891459941639,16.98506612430606,42.76551629274905
delta0.75__high,0.75,high,1.9,1397601319,4884fbee9418bf0d,"{""COMPUTE"": 537, ""MEMORY"": 414, ""API_CREDITS"": 256, ""DATASET"": 39}","{""COMPUTE"": 1.1843575418994414, ""MEMORY"": 1.3043478260869565, ""API_CREDITS"": 1.046875, ""DATASET"": 4.102564102564102}",4,41,32,0.5795416615805168,0.14987806311141746,0.569517498271575,0.10409379831757463,149.29832902865428,19.4201164456851,50.937345284728934
delta0.75__high,0.75,high,1.9,1414408149,a3f48d9b12920ea7,"{""COMPUTE"": 313, ""MEMORY"": 280, ""API_CREDITS"": 122, ""DATASET"": 113}","{""COMPUTE"": 2.856230031948882, ""MEMORY"": 2.75, ""API_CREDITS"": 3.3278688524590163, ""DATASET"": 2.1238938053097347}",4,35,24,0.5599864278261335,0.07980341806170209,0.5896199834208811,0.04814829337913842,180.9543263228696,13.939850796272717,60.667213851795395
delta0.75__high,0.75,high,1.9,1443238425,4020448c528d40b9,"{""COMPUTE"": 380, ""MEMORY"": 320, ""API_CREDITS"": 165, ""DATASET"": 90}","{""COMPUTE"": 2.136842105263158, ""MEMORY"": 2.028125, ""API_CREDITS"": 2.296969696969697, ""DATASET"": 1.1555555555555554}",4,40,17,0.30561823282271394,0.13183760683760684,0.23491451859827503,0.08738242984818327,94.85750832620074,6.895199154833658,33.696487626797854
delta0.75__high,0.75,high,1.9,1446854669,fec45771bfbc9442,"{""COMPUTE"": 280, ""MEMORY"": 249, ""API_CREDITS"": 107, ""DATASET"": 100}","{""COMPUTE"": 2.7714285714285714, ""MEMORY"": 2.7429718875502007, ""API_CREDITS"": 3.1121495327102804, ""DATASET"": 2.48}",4,37,36,0.6363331238809364,0.09361192588006198,0.6009608779527906,0.06449476980088432,169.22000333916026,21.639464197940896,54.15551989904454
delta0.75__high,0.75,high,1.9,1474233831,9f6dd1d713510c06,"{""COMPUTE"": 382, ""MEMORY"": 327, ""API_CREDITS"": 166, ""DATASET"": 101}","{""COMPUTE"": 1.8638743455497382, ""MEMORY"": 1.8990825688073394, ""API_CREDITS"": 1.9457831325301205, ""DATASET"": 1.9801980198019802}",4,32,26,0.6004705813462999,0.12113604417010769,0.5064703545043042,0.07039651782961166,145.02145018775295,11.148551022575868,60.21176036130576
delta0.75__high,0.75,high,1.9,1476169622,b7a31f35734aa63e,"{""COMPUTE"": 253, ""MEMORY"": 217, ""API_CREDITS"": 126, ""DATASET"": 49}","{""COMPUTE"": 3.391304347826087, ""MEMORY"": 3.216589861751152, ""API_CREDITS"": 3.4444444444444446, ""DATASET"": 2.2857142857142856}",4,38,21,0.40042873017877695,0.05894968828341471,0.38583009619365205,0.039946389924279076,149.40796794864653,20.63005792822059,35.18061024706065
delta0.75__high,0.75,high,1.9,1515534678,227881c3ea581e90,"{""COMPUTE"": 435, ""MEMORY"": 359, ""API_CREDITS"": 218, ""DATASET"": 67}","{""COMPUTE"": 1.549425287356322, ""MEMORY"": 1.6128133704735377, ""API_CREDITS"": 1.5091743119266054, ""DATASET"": 2.2686567164179103}",4,43,31,0.5459336762516667,0.10341437593385884,0.4384200704259374,0.0687168036980083,185.9868401113923,6.431355218918526,39.55493045873561
delta0.75__high,0.75,high,1.9,1538028730,fb1cc31d68e7519f,"{""COMPUTE"": 436, ""MEMORY"": 368, ""API_CREDITS"": 211, ""DATASET"": 90}","{""COMPUTE"": 2.055045871559633, ""MEMORY"": 1.9592391304347827, ""API_CREDITS"": 2.137440758293839, ""DATASET"": 1.1555555555555554}",4,37,26,0.5492634864896345,0.039239361727188754,0.4915051894000116,0.024065077324414222,127.20090233375446,8.50491967589725,30.502062124347617
delta0.75__high,0.75,high,1.9,1607564961,b6a51756e43d887a,"{""COMPUTE"": 390, ""MEMORY"": 339, ""API_CREDITS"": 168, ""DATASET"": 115}","{""COMPUTE"": 1.564102564102564, ""MEMORY"": 1.6194690265486726, ""API_CREDITS"": 1.3988095238095237, ""DATASET"": 2.017391304347826}",4,35,20,0.4612198441055093,0.12864973050440828,0.47398735139536746,0.08434806420136738,126.77027223800296,15.441959793959498,65.94306663838448
delta0.75__high,0.75,high,1.9,1647295192,317ed490a1645ef9,"{""COMPUTE"": 531, ""MEMORY"": 451, ""API_CREDITS"": 231, ""DATASET"": 141}","{""COMPUTE"": 1.6836158192090396, ""MEMORY"": 1.6541019955654102, ""API_CREDITS"": 1.844155844155844, ""DATASET"": 1.24822695035461}",4,38,35,0.6879052197580707,0.0387309665734502,0.7107423397581788,0.024661814320114012,216.20691050802483,26.898595235762695,75.16184449426476
delta0.75__high,0.75,high,1.9,1680529007,fd5acb8fd7c418bc,"{""COMPUTE"": 427, ""MEMORY"": 340, ""API_CREDITS"": 190, ""DATASET"": 60}","{""COMPUTE"": 1.6627634660421546, ""MEMORY"": 1.8294117647058823, ""API_CREDITS"": 1.6736842105263159, ""DATASET"": 3.466666666666667}",4,34,26,0.5662277720950919,0.11221119355691184,0.528131604143673,0.07221430491325961,116.19040836622214,17.14705279359215,50.61001536161294
delta0.75__high,0.75,high,1.9,1683037842,5838b32971f31413,"{""COMPUTE"": 332, ""MEMORY"": 293, ""API_CREDITS"": 147, ""DATASET"": 101}","{""COMPUTE"": 2.4457831325301207, ""MEMORY"": 2.4470989761092152, ""API_CREDITS"": 2.3877551020408165, ""DATASET"": 2.613861386138614}",4,35,28,0.5169359181469705,0.11679935905978607,0.4963349169436513,0.07266500995165966,211.7032840787193,23.12267835603536,74.06925594771725
delta0.75__high,0.75,high,1.9,1684113726,cd985707b2af3430,"{""COMPUTE"": 532, ""MEMORY"": 473, ""API_CREDITS"": 232, ""DATASET"": 182}","{""COMPUTE"": 2.0, ""MEMORY"": 1.894291754756871, ""API_CREDITS"": 2.0517241379310347, ""DATASET"": 1.4065934065934067}",4,32,15,0.2933460225139176,0.12294160242053577,0.38403411233801577,0.07511614270957775,82.53790286764938,13.940109302634633,37.93830506461418
delta0.75__high,0.75,high,1.9,1723470144,9b6d38e74b170b4f,"{""COMPUTE"": 543, ""MEMORY"": 475, ""API_CREDITS"": 252, ""DATASET"": 159}","{""COMPUTE"": 1.7974217311233887, ""MEMORY"": 1.7621052631578948, ""API_CREDITS"": 1.7261904761904763, ""DATASET"": 1.6603773584905661}",4,37,34,0.6547198631877479,0.10010929573858636,0.6119166737570293,0.05941717388609074,241.9575468355872,13.509818417514323,72.23898969288136
delta0.75__high,0.75,high,1.9,1746522117,e00cef30cbf2425d,"{""COMPUTE"": 374, ""MEMORY"": 316, ""API_CREDITS"": 172, ""DATASET"": 82}","{""COMPUTE"": 1.8770053475935828, ""MEMORY"": 1.8417721518987342, ""API_CREDITS"": 1.7790697674418605, ""DATASET"": 1.7560975609756098}",4,33,24,0.5157552739625549,0.1570484925386886,0.5074928150629862,0.11711613247560959,92.51610500519234,13.446055779690758,33.9466113384183
delta0.75__high,0.75,high,1.9,1761268421,6c3e2ce6e8350962,"{""COMPUTE"": 512, ""MEMORY"": 431, ""API_CREDITS"": 235, ""DATASET"": 116}","{""COMPUTE"": 2.03515625, ""MEMORY"": 1.9048723897911832, ""API_CREDITS"": 2.157446808510638, ""DATASET"": 0.896551724137931}",4,33,28,0.5560674043760071,0.034937687554292024,0.5124997418461549,0.020656447219918914,178.11090264963926,23.659762961499098,65.9903082623718
delta0.75__high,0.75,high,1.9,1851037281,7cc861d2369ea4e4,"{""COMPUTE"": 532, ""MEMORY"": 443, ""API_CREDITS"": 247, ""DATASET"": 111}","{""COMPUTE"": 1.4774436090225564, ""MEMORY"": 1.4853273137697518, ""API_CREDITS"": 1.4008097165991902, ""DATASET"": 1.5855855855855856}",4,34,28,0.5683096176601498,0.14251098224490524,0.5167593921693651,0.09436755854829987,169.6030528506845,10.955984411342301,27.879764772539318
delta0.75__high,0.75,high,1.9,1867081647,cc7284bba9775799,"{""COMPUTE"": 407, ""MEMORY"": 369, ""API_CREDITS"": 169, ""DATASET"": 157}","{""COMPUTE"": 2.3685503685503684, ""MEMORY"": 2.168021680216802, ""API_CREDITS"": 2.6508875739644973, ""DATASET"": 1.2229299363057324}",4,33,26,0.6131985555098501,0.09543491474475578,0.46049114843033784,0.06152746318186853,254.49301852980815,25.03790510106209,52.91172125071137
delta0.75__high,0.75,high,1.9,1880620535,6050af516d81e6b4,"{""COMPUTE"": 488, ""MEMORY"": 411, ""API_CREDITS"": 232, ""DATASET"": 105}","{""COMPUTE"": 1.860655737704918, ""MEMORY"": 1.8905109489051095, ""API_CREDITS"": 1.7887931034482758, ""DATASET"": 2.2095238095238097}",4,41,25,0.4234474066727442,0.0756616586028351,0.3902078881147779,0.04736528850268859,164.23608026064997,20.411324946695824,23.85435305222984
delta0.75__high,0.75,high,1.9,1935876427,acda8a5caed23618,"{""COMPUTE"": 449, ""MEMORY"": 408, ""API_CREDITS"": 183, ""DATASET"": 178}","{""COMPUTE"": 1.8440979955456571, ""MEMORY"": 1.6642156862745099, ""API_CREDITS"": 2.0382513661202184, ""DATASET"": 0.8539325842696629}",4,35,33,0.6955309272028855,0.0829626990994601,0.6566709868881474,0.054786240032168594,223.12984052238343,10.497875976983616,59.129300466358586
delta0.75__high,0.75,high,1.9,1943200581,a2c256ad0b829799,"{""COMPUTE"": 340, ""MEMORY"": 298, ""API_CREDITS"": 150, ""DATASET"": 99}","{""COMPUTE"": 2.7941176470588234, ""MEMORY"": 2.577181208053691, ""API_CREDITS"": 2.8266666666666667, ""DATASET"": 1.6161616161616161}",4,38,35,0.642063572505713,0.09762381571130657,0.6099498909137787,0.06727026586030972,195.64308015767665,19.56898556453434,40.90431987698097
delta0.75__high,0.75,high,1.9,1957258698,406d49f5edb6cb2e,"{""COMPUTE"": 361, ""MEMORY"": 317, ""API_CREDITS"": 149, ""DATASET"": 115}","{""COMPUTE"": 2.221606648199446, ""MEMORY"": 2.186119873817035, ""API_CREDITS"": 2.302013422818792, ""DATASET"": 2.017391304347826}",4,37,34,0.6742040699760713,0.1007449018270164,0.5678244997458092,0.061388652728491526,215.565399741624,24.35441578076758,70.97683415845371
delta0.75__high,0.75,high,1.9,2000676221,e2cce76de4ad1bea,"{""COMPUTE"": 606, ""MEMORY"": 500, ""API_CREDITS"": 292, ""DATASET"": 111}","{""COMPUTE"": 1.7821782178217822, ""MEMORY"": 1.806, ""API_CREDITS"": 1.797945205479452, ""DATASET"": 1.945945945945946}",4,38,23,0.41702691909440187,0.0706654191066658,0.47817881031751924,0.04125847972020009,143.52132023604267,27.208381839261403,59.854446291720926
delta0.75__high,0.75,high,1.9,2071520222,f3f38b064c422f1e,"{""COMPUTE"": 423, ""MEMORY"": 365, ""API_CREDITS"": 201, ""DATASET"": 107}","{""COMPUTE"": 2.0567375886524824, ""MEMORY"": 1.9726027397260273, ""API_CREDITS"": 2.0497512437810945, ""DATASET"": 1.4953271028037383}",4,39,36,0.6463275892069312,0.1034347743744664,0.5245097291545947,0.0650582364933239,231.8999022222271,32.42980516939409,44.58184645056025
delta0.75__high,0.75,high,1.9,2104789822,b964e1c024c828aa,"{""COMPUTE"": 496, ""MEMORY"": 418, ""API_CREDITS"": 228, ""DATASET"": 113}","{""COMPUTE"": 1.8588709677419355, ""MEMORY"": 1.8660287081339713, ""API_CREDITS"": 2.0, ""DATASET"": 1.6991150442477876}",4,39,27,0.5470476493333617,0.06071783035051519,0.5148475662703685,0.038666934791838636,175.03070976892286,32.96311610311895,45.43801333874496
delta0.75__high,0.75,high,1.9,2175919960,ed0b0d4cd5a25f7d,"{""COMPUTE"": 605, ""MEMORY"": 509, ""API_CREDITS"": 290, ""DATASET"": 131}","{""COMPUTE"": 2.0264462809917356, ""MEMORY"": 2.0, ""API_CREDITS"": 2.0344827586206895, ""DATASET"": 1.83206106870229}",4,36,19,0.4612045619240926,0.039417338860607255,0.4737804807637791,0.027403164402950795,163.49675947145548,15.616154433613692,45.490585217677854
delta0.75__high,0.75,high,1.9,2187181276,8011f5b0905972ca,"{""COMPUTE"": 329, ""MEMORY"": 293, ""API_CREDITS"": 144, ""DATASET"": 106}","{""COMPUTE"": 1.872340425531915, ""MEMORY"": 1.651877133105802, ""API_CREDITS"": 2.1944444444444446, ""DATASET"": 0.3018867924528302}",4,33,32,0.7066669681556532,0.032702763355556004,0.48123794455965546,0.021802887294910228,155.4557323099256,13.651648677559942,48.463126582187755
delta0.75__high,0.75,high,1.9,2201730498,51af0606390057ec,"{""COMPUTE"": 477, ""MEMORY"": 413, ""API_CREDITS"": 229, ""DATASET"": 124}","{""COMPUTE"": 2.3144654088050314, ""MEMORY"": 2.188861985472155, ""API_CREDITS"": 2.2882096069868996, ""DATASET"": 1.5483870967741935}",4,32,20,0.49664945493343676,0.0467993353319467,0.453832474680029,0.03084056037675113,135.71701925586328,18.471112687259563,46.5313288312743
delta0.75__high,0.75,high,1.9,2207070483,e5cf0823f505ef51,"{""COMPUTE"": 482, ""MEMORY"": 393, ""API_CREDITS"": 236, ""DATASET"": 72}","{""COMPUTE"": 2.091286307053942, ""MEMORY"": 2.0381679389312977, ""API_CREDITS"": 2.1313559322033897, ""DATASET"": 1.4444444444444444}",4,31,26,0.6311932436344555,0.03203652438164498,0.517047835783932,0.019847706526815053,168.6968503151158,11.846177046554246,57.14904968565613
delta0.75__high,0.75,high,1.9,2218791610,6293479112bd4006,"{""COMPUTE"": 545, ""MEMORY"": 421, ""API_CREDITS"": 258, ""DATASET"": 42}","{""COMPUTE"": 1.8678899082568807, ""MEMORY"": 2.004750593824228, ""API_CREDITS"": 1.8914728682170543, ""DATASET"": 4.571428571428571}",4,39,31,0.5271014525051486,0.05740779254032267,0.5622695602535255,0.03582610938797592,136.49478774093677,22.232718853356328,40.98120499599116
delta0.75__high,0.75,high,1.9,2245371449,f1310a2fbd3fc6b0,"{""COMPUTE"": 452, ""MEMORY"": 388, ""API_CREDITS"": 196, ""DATASET"": 124}","{""COMPUTE"": 2.1327433628318584, ""MEMORY"": 2.1237113402061856, ""API_CREDITS"": 2.183673469387755, ""DATASET"": 2.064516129032258}",4,38,34,0.5629327163970089,0.10119314921142328,0.5266222313815497,0.06099020800677805,196.65892361895115,21.546746227407994,79.96497603258574
delta0.75__high,0.75,high,1.9,2264376108,14c6ef9c7615425f,"{""COMPUTE"": 545, ""MEMORY"": 437, ""API_CREDITS"": 250, ""DATASET"": 81}","{""COMPUTE"": 1.41651376146789, ""MEMORY"": 1.4897025171624714, ""API_CREDITS"": 1.348, ""DATASET"": 2.271604938271605}",4,39,31,0.5224254014317781,0.15246594225502766,0.43641030657884294,0.11134621146151676,157.87559562780294,15.913539660395074,26.136952711525215
delta0.75__high,0.75,high,1.9,2278610062,77ccb8df98248534,"{""COMPUTE"": 597, ""MEMORY"": 510, ""API_CREDITS"": 291, ""DATASET"": 141}","{""COMPUTE"": 1.4472361809045227, ""MEMORY"": 1.4176470588235295, ""API_CREDITS"": 1.3642611683848798, ""DATASET"": 1.3049645390070923}",4,34,28,0.5558936989871147,0.09888018160406059,0.49909393584568207,0.0715971776136373,170.43836327868138,14.024416575096419,30.93692719345258
delta0.75__high,0.75,high,1.9,2305903047,edcf21be5dfa39a6,"{""COMPUTE"": 445, ""MEMORY"": 371, ""API_CREDITS"": 192, ""DATASET"": 101}","{""COMPUTE"": 1.698876404494382, ""MEMORY"": 1.6873315363881403, ""API_CREDITS"": 1.8020833333333333, ""DATASET"": 1.4257425742574257}",4,38,31,0.5741105673588932,0.1058638494923661,0.526197064296326,0.06738475620082612,180.37228385308234,13.698403058036684,25.191167414371083
delta0.75__high,0.75,high,1.9,2313044508,5df4ad30e633fd7b,"{""COMPUTE"": 420, ""MEMORY"": 348, ""API_CREDITS"": 178, ""DATASET"": 92}","{""COMPUTE"": 2.3476190476190477, ""MEMORY"": 2.3793103448275863, ""API_CREDITS"": 2.764044943820225, ""DATASET"": 2.0869565217391304}",4,40,31,0.5548971498786732,0.057447407888592414,0.5084598569631605,0.0364485862192403,126.26298817758783,15.356310629986837,29.2083152326403
delta0.75__high,0.75,high,1.9,2313893183,f9c3a41be09ff896,"{""COMPUTE"": 570, ""MEMORY"": 455, ""API_CREDITS"": 274, ""DATASET"": 73}","{""COMPUTE"": 1.7403508771929825, ""MEMORY"": 1.789010989010989, ""API_CREDITS"": 1.7007299270072993, ""DATASET"": 2.410958904109589}",4,39,36,0.6184046750692006,0.07825076329875161,0.5920516653615162,0.04677174333778896,206.09249120167507,16.225186924967886,54.120967701555124
delta0.75__high,0.75,high,1.9,2323336231,4e83ae31a5a40b8a,"{""COMPUTE"": 460, ""MEMORY"": 381, ""API_CREDITS"": 192, ""DATASET"": 104}","{""COMPUTE"": 2.0695652173913044, ""MEMORY"": 2.1181102362204722, ""API_CREDITS"": 2.359375, ""DATASET"": 2.076923076923077}",4,30,26,0.5880934632619493,0.10033135234224642,0.4698952447843614,0.06119606059415311,168.23183710441978,20.00773264158752,43.19081845568062
delta0.75__high,0.75,high,1.9,2340911682,ebc0d1aa2f22935e,"{""COMPUTE"": 379, ""MEMORY"": 308, ""API_CREDITS"": 158, ""DATASET"": 72}","{""COMPUTE"": 2.2005277044854883, ""MEMORY"": 2.1493506493506493, ""API_CREDITS"": 2.6202531645569622, ""DATASET"": 1.1111111111111112}",4,35,25,0.5099801064844737,0.044217416627316916,0.4830274678482464,0.030805214164347294,115.22044428775881,12.463346038118145,50.067409736931864
delta0.75__high,0.75,high,1.9,2341361004,8f3b254b9268f3ed,"{""COMPUTE"": 558, ""MEMORY"": 453, ""API_CREDITS"": 267, ""DATASET"": 87}","{""COMPUTE"": 1.5878136200716846, ""MEMORY"": 1.7086092715231789, ""API_CREDITS"": 1.445692883895131, ""DATASET"": 3.1264367816091956}",4,28,27,0.6814429829402348,0.04842685877775274,0.5695294640347132,0.03257942158608874,204.5684924793196,27.372265991994396,66.65404682512663
delta0.75__high,0.75,high,1.9,2359336968,e073a4814d5768ab,"{""COMPUTE"": 482, ""MEMORY"": 399, ""API_CREDITS"": 241, ""DATASET"": 80}","{""COMPUTE"": 1.7593360995850622, ""MEMORY"": 1.786967418546366, ""API_CREDITS"": 1.7219917012448134, ""DATASET"": 2.1}",4,35,30,0.5473653425414339,0.05673490221585415,0.5855483966574485,0.03434311470094662,177.5577538304822,32.42734343699296,53.52144948136703
delta0.75__high,0.75,high,1.9,2364012430,87d169c6c66bd27d,"{""COMPUTE"": 546, ""MEMORY"": 441, ""API_CREDITS"": 250, ""DATASET"": 87}","{""COMPUTE"": 1.5054945054945055, ""MEMORY"": 1.5804988662131518, ""API_CREDITS"": 1.468, ""DATASET"": 2.2988505747126435}",4,35,32,0.6295091965718322,0.1280047348752459,0.5781307038945213,0.08647858771094026,155.81294682854258,12.489674816388126,39.19121138027864
delta0.75__high,0.75,high,1.9,2387674784,07305d10a5c6700f,"{""COMPUTE"": 443, ""MEMORY"": 367, ""API_CREDITS"": 202, ""DATASET"": 87}","{""COMPUTE"": 1.9909706546275394, ""MEMORY"": 2.087193460490463, ""API_CREDITS"": 1.8316831683168318, ""DATASET"": 3.1264367816091956}",4,36,35,0.6094170548365431,0.10039015346862769,0.5689780705474358,0.06266710234125582,177.92164921480298,27.48491915481719,51.79701906026031
delta0.75__high,0.75,high,1.9,2460794327,9fd01be5feb741e0,"{""COMPUTE"": 527, ""MEMORY"": 414, ""API_CREDITS"": 240, ""DATASET"": 62}","{""COMPUTE"": 1.6963946869070208, ""MEMORY"": 1.7777777777777777, ""API_CREDITS"": 1.75, ""DATASET"": 2.5806451612903225}",4,39,23,0.3203464028887039,0.07472341827736764,0.4920543842509251,0.04846773146376018,97.19642869852184,14.680851169100507,42.31938167072217
delta0.75__high,0.75,high,1.9,2465060907,9fc499056ebe8272,"{""COMPUTE"": 288, ""MEMORY"": 259, ""API_CREDITS"": 108, ""DATASET"": 108}","{""COMPUTE"": 2.8125, ""MEMORY"": 2.586872586872587, ""API_CREDITS"": 3.574074074074074, ""DATASET"": 1.3333333333333333}",4,34,30,0.6827636277251578,0.04155705307803441,0.5458823831422467,0.025856696837662035,214.95619838511527,31.773258322829097,64.97559872214202
delta0.75__high,0.75,high,1.9,2479492459,67359dabcde82235,"{""COMPUTE"": 512, ""MEMORY"": 415, ""API_CREDITS"": 235, ""DATASET"": 82}","{""COMPUTE"": 1.5859375, ""MEMORY"": 1.5180722891566265, ""API_CREDITS"": 1.7106382978723405, ""DATASET"": 0.5853658536585366}",4,36,24,0.36970554200260386,0.03314620597362019,0.4969125781325359,0.02091771529079978,95.5812163650162,19.505657209389685,44.032502966201456
delta0.75__high,0.75,high,1.9,2555635641,c7932d332a1d6fc5,"{""COMPUTE"": 411, ""MEMORY"": 359, ""API_CREDITS"": 185, ""DATASET"": 120}","{""COMPUTE"": 2.287104622871046, ""MEMORY"": 2.2089136490250696, ""API_CREDITS"": 2.2216216216216216, ""DATASET"": 1.9333333333333333}",4,37,24,0.38236794713765154,0.12786481262196073,0.37254096723561947,0.08375630512616988,96.76835042951092,8.123094843983003,22.733105352307632
delta0.75__high,0.75,high,1.9,2557315479,281a6059bff45ca5,"{""COMPUTE"": 478, ""MEMORY"": 389, ""API_CREDITS"": 215, ""DATASET"": 84}","{""COMPUTE"": 2.1338912133891212, ""MEMORY"": 2.102827763496144, ""API_CREDITS"": 2.2232558139534886, ""DATASET"": 1.7142857142857142}",4,34,26,0.535153007653167,0.04627572993021499,0.5572722403092487,0.030070412460131923,157.74588333008535,11.55790597710957,67.0209947894892
delta0.75__high,0.75,high,1.9,2582895085,b8347c53254cd4fd,"{""COMPUTE"": 299, ""MEMORY"": 263, ""API_CREDITS"": 117, ""DATASET"": 99}","{""COMPUTE"": 3.8327759197324416, ""MEMORY"": 3.4980988593155895, ""API_CREDITS"": 4.683760683760684, ""DATASET"": 1.6161616161616161}",4,38,32,0.5837489629135882,0.04257023780054443,0.47129628504092813,0.032647140732686854,237.29159623375236,31.4370563140774,43.87633370841889
delta0.75__high,0.75,high,1.9,2615816904,47cdbc997814a497,"{""COMPUTE"": 402, ""MEMORY"": 336, ""API_CREDITS"": 201, ""DATASET"": 71}","{""COMPUTE"": 2.3333333333333335, ""MEMORY"": 2.3095238095238093, ""API_CREDITS"": 2.308457711442786, ""DATASET"": 2.2535211267605635}",4,29,29,0.7460521159704614,0.07334415009504863,0.5333230826201782,0.0448119825742359,219.53888692956113,19.85738069049338,99.67357390556889
