sweep,cell,regime,concentration,floor_regime,contention,seed,policy,utility_family,task_workload_hash,scenario_hash,agent,archetype,priority,completion,zero_completion,mandatory_failures,quality,backend_calls,blocked_calls,allocated,charged,min_bound,upper_bound,any_used_at_lower_bound,all_used_above_lower_bound,alloc_distance_from_equal,completion_minus_equal,latent_probs
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,3703943727,joint_linear,LINEAR,bf71be0643c5965a,64fc7a8b7b77ba98,a1,code_review+monitoring,1.0,0.0,True,8,0.0,0,0,"{""COMPUTE"": 20, ""MEMORY"": 157, ""DATASET"": 4, ""API_CREDITS"": 1}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 184, ""MEMORY"": 157, ""API_CREDITS"": 98, ""DATASET"": 24}",True,False,1.0301507537688441,-0.875,"[9.110928099038599e-08, 0.5519076488619246, 0.04809376157242022, 0.39999849845637425]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,3703943727,joint_linear,LINEAR,bf71be0643c5965a,64fc7a8b7b77ba98,a2,doc_processing+monitoring,1.0,0.125,False,7,0.075,2,0,"{""COMPUTE"": 43, ""MEMORY"": 102, ""DATASET"": 48, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 112, ""MEMORY"": 102, ""API_CREDITS"": 36, ""DATASET"": 48}",True,False,0.6565656565656566,-0.5,"[7.949101910487387e-05, 0.0113032487852403, 0.39664783069392634, 0.5919694295017285]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,3703943727,joint_linear,LINEAR,bf71be0643c5965a,64fc7a8b7b77ba98,a3,research,1.0,0.0,True,8,0.0,0,0,"{""COMPUTE"": 113, ""MEMORY"": 42, ""DATASET"": 1, ""API_CREDITS"": 30}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",True,False,0.4489795918367347,-0.25,"[0.9983119291457394, 1.4533906534416422e-11, 0.0016880234581191837, 4.7381607466660604e-08]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,3703943727,joint_linear,LINEAR,bf71be0643c5965a,64fc7a8b7b77ba98,a4,doc_processing,1.0,0.0,True,8,0.0,0,0,"{""COMPUTE"": 163, ""MEMORY"": 1, ""DATASET"": 0, ""API_CREDITS"": 1}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}",True,False,1.0751445086705202,-0.375,"[0.001504293029870566, 0.0005999730413633569, 0.9973798166395527, 0.000515917289213315]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,3703943727,joint_linear,LINEAR,bf71be0643c5965a,64fc7a8b7b77ba98,a5,monitoring,1.0,0.125,False,7,0.075,2,0,"{""COMPUTE"": 19, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}",True,False,0.6560509554140127,-0.125,"[8.012302338787013e-14, 0.0006391065645610076, 9.548828346318556e-07, 0.9993599385525241]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,equal,none,dad43412a262edd9,cd6307a75cb04e01,a0,code_review,1.0,0.875,False,1,0.671875,8,13,"{""COMPUTE"": 95, ""MEMORY"": 81, ""DATASET"": 0, ""API_CREDITS"": 47}","{""COMPUTE"": 80, ""MEMORY"": 64, ""DATASET"": 0, ""API_CREDITS"": 47}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.0,0.0,"[0.012130048363298299, 0.7387204437640079, 0.2487014484522529, 0.00044805942044098476]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,equal,none,dad43412a262edd9,cd6307a75cb04e01,a1,code_review+monitoring,1.0,1.0,False,0,0.728125,11,11,"{""COMPUTE"": 95, ""MEMORY"": 81, ""DATASET"": 16, ""API_CREDITS"": 47}","{""COMPUTE"": 88, ""MEMORY"": 76, ""DATASET"": 16, ""API_CREDITS"": 46}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}",False,True,0.0,0.0,"[0.028657955117729093, 0.4071895352871046, 6.389446070818747e-05, 0.5640886151344581]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,equal,none,dad43412a262edd9,cd6307a75cb04e01,a2,research,1.0,0.25,False,6,0.25,8,0,"{""COMPUTE"": 95, ""MEMORY"": 81, ""DATASET"": 28, ""API_CREDITS"": 47}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 42}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.0,0.0,"[0.9984068918523701, 1.4674742960264295e-05, 0.0015699073946516563, 8.526010017778754e-06]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,equal,none,dad43412a262edd9,cd6307a75cb04e01,a3,code_review+doc_processing+monitoring,1.0,0.75,False,2,0.5093749999999999,14,3,"{""COMPUTE"": 95, ""MEMORY"": 80, ""DATASET"": 28, ""API_CREDITS"": 47}","{""COMPUTE"": 90, ""MEMORY"": 77, ""DATASET"": 24, ""API_CREDITS"": 37}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 134, ""API_CREDITS"": 68, ""DATASET"": 32}",False,True,0.0,0.0,"[3.8283656316038066e-10, 0.16004741214196663, 0.23812715144970753, 0.6018254360254893]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,equal,none,dad43412a262edd9,cd6307a75cb04e01,a4,research,1.0,0.25,False,6,0.25,8,0,"{""COMPUTE"": 94, ""MEMORY"": 80, ""DATASET"": 27, ""API_CREDITS"": 47}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 42}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.0,0.0,"[0.9999407748625306, 1.9429667118910054e-08, 2.898027792979686e-08, 5.917672752448822e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,equal,none,dad43412a262edd9,cd6307a75cb04e01,a5,research,1.0,0.25,False,6,0.25,8,0,"{""COMPUTE"": 94, ""MEMORY"": 80, ""DATASET"": 27, ""API_CREDITS"": 46}","{""COMPUTE"": 84, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 42}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.0,0.0,"[0.9778876250326878, 0.02207835931673687, 4.754931938833471e-06, 2.926071863672866e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,drf,none,dad43412a262edd9,cd6307a75cb04e01,a0,code_review,1.0,1.0,False,0,0.765625,9,15,"{""COMPUTE"": 91, ""MEMORY"": 73, ""DATASET"": 0, ""API_CREDITS"": 55}","{""COMPUTE"": 90, ""MEMORY"": 72, ""DATASET"": 0, ""API_CREDITS"": 53}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.08968609865470852,0.125,"[0.012130048363298299, 0.7387204437640079, 0.2487014484522529, 0.00044805942044098476]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,drf,none,dad43412a262edd9,cd6307a75cb04e01,a1,code_review+monitoring,1.0,1.0,False,0,0.7125,10,12,"{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}",False,True,0.1799163179916318,0.0,"[0.028657955117729093, 0.4071895352871046, 6.389446070818747e-05, 0.5640886151344581]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,drf,none,dad43412a262edd9,cd6307a75cb04e01,a2,research,1.0,0.375,False,5,0.30000000000000004,9,3,"{""COMPUTE"": 105, ""MEMORY"": 90, ""DATASET"": 25, ""API_CREDITS"": 53}","{""COMPUTE"": 102, ""MEMORY"": 87, ""DATASET"": 24, ""API_CREDITS"": 51}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.11155378486055777,0.125,"[0.9984068918523701, 1.4674742960264295e-05, 0.0015699073946516563, 8.526010017778754e-06]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,drf,none,dad43412a262edd9,cd6307a75cb04e01,a3,code_review+doc_processing+monitoring,1.0,0.75,False,2,0.49374999999999997,13,4,"{""COMPUTE"": 83, ""MEMORY"": 71, ""DATASET"": 25, ""API_CREDITS"": 31}","{""COMPUTE"": 78, ""MEMORY"": 67, ""DATASET"": 24, ""API_CREDITS"": 29}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 134, ""API_CREDITS"": 68, ""DATASET"": 32}",False,True,0.16,0.0,"[3.8283656316038066e-10, 0.16004741214196663, 0.23812715144970753, 0.6018254360254893]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,drf,none,dad43412a262edd9,cd6307a75cb04e01,a4,research,1.0,0.375,False,5,0.30000000000000004,9,3,"{""COMPUTE"": 105, ""MEMORY"": 89, ""DATASET"": 25, ""API_CREDITS"": 52}","{""COMPUTE"": 102, ""MEMORY"": 87, ""DATASET"": 24, ""API_CREDITS"": 51}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.10887096774193548,0.125,"[0.9999407748625306, 1.9429667118910054e-08, 2.898027792979686e-08, 5.917672752448822e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,drf,none,dad43412a262edd9,cd6307a75cb04e01,a5,research,1.0,0.375,False,5,0.30000000000000004,9,3,"{""COMPUTE"": 105, ""MEMORY"": 89, ""DATASET"": 24, ""API_CREDITS"": 52}","{""COMPUTE"": 102, ""MEMORY"": 87, ""DATASET"": 24, ""API_CREDITS"": 51}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.11740890688259109,0.125,"[0.9778876250326878, 0.02207835931673687, 4.754931938833471e-06, 2.926071863672866e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,joint_linear,LINEAR,dad43412a262edd9,cd6307a75cb04e01,a0,code_review,1.0,0.0,True,8,0.0,0,0,"{""COMPUTE"": 103, ""MEMORY"": 1, ""DATASET"": 0, ""API_CREDITS"": 152}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",True,False,0.8654708520179372,-0.875,"[0.012130048363298299, 0.7387204437640079, 0.2487014484522529, 0.00044805942044098476]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,joint_linear,LINEAR,dad43412a262edd9,cd6307a75cb04e01,a1,code_review+monitoring,1.0,0.375,False,5,0.28125,3,6,"{""COMPUTE"": 32, ""MEMORY"": 174, ""DATASET"": 1, ""API_CREDITS"": 22}","{""COMPUTE"": 30, ""MEMORY"": 24, ""DATASET"": 0, ""API_CREDITS"": 18}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}",True,False,0.8200836820083682,-0.625,"[0.028657955117729093, 0.4071895352871046, 6.389446070818747e-05, 0.5640886151344581]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,joint_linear,LINEAR,dad43412a262edd9,cd6307a75cb04e01,a2,research,1.0,0.25,False,6,0.2,6,2,"{""COMPUTE"": 91, ""MEMORY"": 93, ""DATASET"": 31, ""API_CREDITS"": 36}","{""COMPUTE"": 68, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.11952191235059761,0.0,"[0.9984068918523701, 1.4674742960264295e-05, 0.0015699073946516563, 8.526010017778754e-06]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,joint_linear,LINEAR,dad43412a262edd9,cd6307a75cb04e01,a3,code_review+doc_processing+monitoring,1.0,0.125,False,7,0.075,2,0,"{""COMPUTE"": 160, ""MEMORY"": 29, ""DATASET"": 32, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 134, ""API_CREDITS"": 68, ""DATASET"": 32}",True,False,0.664,-0.625,"[3.8283656316038066e-10, 0.16004741214196663, 0.23812715144970753, 0.6018254360254893]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,joint_linear,LINEAR,dad43412a262edd9,cd6307a75cb04e01,a4,research,1.0,0.25,False,6,0.2,6,2,"{""COMPUTE"": 91, ""MEMORY"": 93, ""DATASET"": 31, ""API_CREDITS"": 35}","{""COMPUTE"": 68, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.12903225806451613,0.0,"[0.9999407748625306, 1.9429667118910054e-08, 2.898027792979686e-08, 5.917672752448822e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,1321997983,joint_linear,LINEAR,dad43412a262edd9,cd6307a75cb04e01,a5,research,1.0,0.25,False,6,0.2,6,2,"{""COMPUTE"": 91, ""MEMORY"": 93, ""DATASET"": 31, ""API_CREDITS"": 35}","{""COMPUTE"": 68, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}",False,True,0.12550607287449392,0.0,"[0.9778876250326878, 0.02207835931673687, 4.754931938833471e-06, 2.926071863672866e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,equal,none,5be82258ec6d1e02,d743ab3fdf751aa9,a0,code_review,1.0,0.625,False,3,0.46875,5,10,"{""COMPUTE"": 66, ""MEMORY"": 53, ""DATASET"": 0, ""API_CREDITS"": 33}","{""COMPUTE"": 50, ""MEMORY"": 40, ""DATASET"": 0, ""API_CREDITS"": 30}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.0,0.0,"[0.013033829703784095, 0.9869467944686774, 1.934138507557387e-05, 3.44424628368725e-08]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,equal,none,5be82258ec6d1e02,d743ab3fdf751aa9,a1,doc_processing+monitoring,1.0,0.5,False,4,0.32499999999999996,10,2,"{""COMPUTE"": 66, ""MEMORY"": 53, ""DATASET"": 19, ""API_CREDITS"": 33}","{""COMPUTE"": 60, ""MEMORY"": 50, ""DATASET"": 16, ""API_CREDITS"": 22}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 132, ""API_CREDITS"": 64, ""DATASET"": 32}",False,True,0.0,0.0,"[0.00037950477428140875, 0.006552068447255515, 0.5439468024790531, 0.4491216242994099]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,equal,none,5be82258ec6d1e02,d743ab3fdf751aa9,a2,code_review,1.0,0.625,False,3,0.46875,5,10,"{""COMPUTE"": 66, ""MEMORY"": 53, ""DATASET"": 0, ""API_CREDITS"": 33}","{""COMPUTE"": 50, ""MEMORY"": 40, ""DATASET"": 0, ""API_CREDITS"": 30}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.0,0.0,"[0.0036953607348017203, 0.9911664074529889, 9.933436853434233e-05, 0.005038897443675129]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,equal,none,5be82258ec6d1e02,d743ab3fdf751aa9,a3,code_review,1.0,0.625,False,3,0.46875,5,10,"{""COMPUTE"": 65, ""MEMORY"": 53, ""DATASET"": 0, ""API_CREDITS"": 33}","{""COMPUTE"": 50, ""MEMORY"": 40, ""DATASET"": 0, ""API_CREDITS"": 30}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.0,0.0,"[0.003513008023817497, 0.9964741677095501, 1.7061982394569418e-07, 1.2653646808533932e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,equal,none,5be82258ec6d1e02,d743ab3fdf751aa9,a4,code_review+research,1.0,0.375,False,5,0.2875,5,5,"{""COMPUTE"": 65, ""MEMORY"": 53, ""DATASET"": 19, ""API_CREDITS"": 32}","{""COMPUTE"": 54, ""MEMORY"": 45, ""DATASET"": 8, ""API_CREDITS"": 29}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 262, ""API_CREDITS"": 164, ""DATASET"": 46}",False,True,0.0,0.0,"[0.6194319977312641, 0.3774489037724958, 2.7783784934274617e-15, 0.0031190984962373336]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,equal,none,5be82258ec6d1e02,d743ab3fdf751aa9,a5,doc_processing+monitoring,1.0,0.375,False,5,0.2875,9,1,"{""COMPUTE"": 65, ""MEMORY"": 52, ""DATASET"": 8, ""API_CREDITS"": 32}","{""COMPUTE"": 62, ""MEMORY"": 49, ""DATASET"": 8, ""API_CREDITS"": 26}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 232, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 8}",False,True,0.0,0.0,"[0.023332961509792926, 1.2616856129684392e-13, 0.9227649033203684, 0.05390213516971259]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,drf,none,5be82258ec6d1e02,d743ab3fdf751aa9,a0,code_review,1.0,0.75,False,2,0.5625,6,12,"{""COMPUTE"": 69, ""MEMORY"": 55, ""DATASET"": 0, ""API_CREDITS"": 41}","{""COMPUTE"": 60, ""MEMORY"": 48, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.08552631578947369,0.125,"[0.013033829703784095, 0.9869467944686774, 1.934138507557387e-05, 3.44424628368725e-08]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,drf,none,5be82258ec6d1e02,d743ab3fdf751aa9,a1,doc_processing+monitoring,1.0,0.25,False,6,0.16249999999999998,5,1,"{""COMPUTE"": 36, ""MEMORY"": 30, ""DATASET"": 10, ""API_CREDITS"": 14}","{""COMPUTE"": 30, ""MEMORY"": 25, ""DATASET"": 8, ""API_CREDITS"": 11}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 132, ""API_CREDITS"": 64, ""DATASET"": 32}",False,True,0.47368421052631576,-0.25,"[0.00037950477428140875, 0.006552068447255515, 0.5439468024790531, 0.4491216242994099]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,drf,none,5be82258ec6d1e02,d743ab3fdf751aa9,a2,code_review,1.0,0.75,False,2,0.5625,6,12,"{""COMPUTE"": 69, ""MEMORY"": 55, ""DATASET"": 0, ""API_CREDITS"": 41}","{""COMPUTE"": 60, ""MEMORY"": 48, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.08552631578947369,0.125,"[0.0036953607348017203, 0.9911664074529889, 9.933436853434233e-05, 0.005038897443675129]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,drf,none,5be82258ec6d1e02,d743ab3fdf751aa9,a3,code_review,1.0,0.75,False,2,0.5625,6,12,"{""COMPUTE"": 69, ""MEMORY"": 55, ""DATASET"": 0, ""API_CREDITS"": 41}","{""COMPUTE"": 60, ""MEMORY"": 48, ""DATASET"": 0, ""API_CREDITS"": 36}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.09271523178807947,0.125,"[0.003513008023817497, 0.9964741677095501, 1.7061982394569418e-07, 1.2653646808533932e-05]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,drf,none,5be82258ec6d1e02,d743ab3fdf751aa9,a4,code_review+research,1.0,0.25,False,6,0.19375,4,3,"{""COMPUTE"": 45, ""MEMORY"": 38, ""DATASET"": 9, ""API_CREDITS"": 23}","{""COMPUTE"": 44, ""MEMORY"": 37, ""DATASET"": 8, ""API_CREDITS"": 23}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 262, ""API_CREDITS"": 164, ""DATASET"": 46}",False,True,0.31952662721893493,-0.125,"[0.6194319977312641, 0.3774489037724958, 2.7783784934274617e-15, 0.0031190984962373336]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,drf,none,5be82258ec6d1e02,d743ab3fdf751aa9,a5,doc_processing+monitoring,1.0,0.375,False,5,0.3,10,2,"{""COMPUTE"": 82, ""MEMORY"": 62, ""DATASET"": 4, ""API_CREDITS"": 36}","{""COMPUTE"": 76, ""MEMORY"": 56, ""DATASET"": 0, ""API_CREDITS"": 35}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 232, ""MEMORY"": 177, ""API_CREDITS"": 106, ""DATASET"": 8}",False,True,0.2229299363057325,0.0,"[0.023332961509792926, 1.2616856129684392e-13, 0.9227649033203684, 0.05390213516971259]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,joint_linear,LINEAR,5be82258ec6d1e02,d743ab3fdf751aa9,a0,code_review,1.0,0.125,False,7,0.09375,1,2,"{""COMPUTE"": 84, ""MEMORY"": 9, ""DATASET"": 0, ""API_CREDITS"": 64}","{""COMPUTE"": 10, ""MEMORY"": 8, ""DATASET"": 0, ""API_CREDITS"": 6}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}",False,True,0.6118421052631579,-0.5,"[0.013033829703784095, 0.9869467944686774, 1.934138507557387e-05, 3.44424628368725e-08]"
floor,dirichlet_0.1__unit__high,dirichlet_0.1,0.1,unit,high,2789760346,joint_linear,LINEAR,5be82258ec6d1e02,d743ab3fdf751aa9,a1,doc_processing+monitoring,1.0,0.125,False,7,0.075,2,0,"{""COMPUTE"": 11, ""MEMORY"": 132, ""DATASET"": 32, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 160, ""MEMORY"": 132, ""API_CREDITS"": 64, ""DATASET"": 32}",True,False,1.0467836257309941,-0.375,"[0.00037950477428140875, 0.006552068447255515, 0.5439468024790531, 0.4491216242994099]"
