cell,regime,contention,seed,arm,agent,archetype,queue_order_completion,best_subset_completion,best_subset_count,mandatory_failures,allocated,charged,unused,min_bound,upper_bound
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,independent_bundle_maxmin,a4,code_review+research,0.625,0.625,5,3,"{""COMPUTE"": 141, ""MEMORY"": 121, ""DATASET"": 33, ""API_CREDITS"": 74}","{""COMPUTE"": 138, ""MEMORY"": 115, ""DATASET"": 24, ""API_CREDITS"": 71}","{""COMPUTE"": 3, ""MEMORY"": 6, ""DATASET"": 9, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 262, ""API_CREDITS"": 164, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,independent_bundle_maxmin,a5,research,0.5,0.5,4,4,"{""COMPUTE"": 140, ""MEMORY"": 120, ""DATASET"": 37, ""API_CREDITS"": 72}","{""COMPUTE"": 136, ""MEMORY"": 116, ""DATASET"": 32, ""API_CREDITS"": 68}","{""COMPUTE"": 4, ""MEMORY"": 4, ""DATASET"": 5, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,separable_leontief_relaxation,a0,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 155, ""MEMORY"": 122, ""DATASET"": 0, ""API_CREDITS"": 76}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 1, ""MEMORY"": 10, ""DATASET"": 0, ""API_CREDITS"": 6}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,separable_leontief_relaxation,a1,doc_processing,0.875,0.875,7,1,"{""COMPUTE"": 155, ""MEMORY"": 122, ""DATASET"": 0, ""API_CREDITS"": 76}","{""COMPUTE"": 154, ""MEMORY"": 112, ""DATASET"": 0, ""API_CREDITS"": 70}","{""COMPUTE"": 1, ""MEMORY"": 10, ""DATASET"": 0, ""API_CREDITS"": 6}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 192, ""API_CREDITS"": 120, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,separable_leontief_relaxation,a2,monitoring,0.625,0.625,5,3,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 45, ""API_CREDITS"": 8}","{""COMPUTE"": 40, ""MEMORY"": 45, ""DATASET"": 40, ""API_CREDITS"": 5}","{""COMPUTE"": 24, ""MEMORY"": 27, ""DATASET"": 5, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,separable_leontief_relaxation,a3,code_review+doc_processing+research,0.875,0.875,7,1,"{""COMPUTE"": 155, ""MEMORY"": 121, ""DATASET"": 8, ""API_CREDITS"": 75}","{""COMPUTE"": 154, ""MEMORY"": 117, ""DATASET"": 8, ""API_CREDITS"": 73}","{""COMPUTE"": 1, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 266, ""MEMORY"": 205, ""API_CREDITS"": 130, ""DATASET"": 8}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,separable_leontief_relaxation,a4,code_review+research,0.625,0.625,5,3,"{""COMPUTE"": 154, ""MEMORY"": 121, ""DATASET"": 45, ""API_CREDITS"": 75}","{""COMPUTE"": 146, ""MEMORY"": 121, ""DATASET"": 24, ""API_CREDITS"": 75}","{""COMPUTE"": 8, ""MEMORY"": 0, ""DATASET"": 21, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 262, ""API_CREDITS"": 164, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,610850603,separable_leontief_relaxation,a5,research,0.5,0.5,4,4,"{""COMPUTE"": 154, ""MEMORY"": 121, ""DATASET"": 44, ""API_CREDITS"": 75}","{""COMPUTE"": 136, ""MEMORY"": 116, ""DATASET"": 32, ""API_CREDITS"": 68}","{""COMPUTE"": 18, ""MEMORY"": 5, ""DATASET"": 12, ""API_CREDITS"": 7}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 336, ""MEMORY"": 280, ""API_CREDITS"": 168, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,central_joint_leontief,a0,code_review,1.0,1.0,8,0,"{""COMPUTE"": 109, ""MEMORY"": 87, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 102, ""MEMORY"": 82, ""DATASET"": 0, ""API_CREDITS"": 61}","{""COMPUTE"": 7, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,central_joint_leontief,a1,code_review+doc_processing+research,0.5,0.5,4,4,"{""COMPUTE"": 106, ""MEMORY"": 88, ""DATASET"": 22, ""API_CREDITS"": 53}","{""COMPUTE"": 100, ""MEMORY"": 82, ""DATASET"": 16, ""API_CREDITS"": 50}","{""COMPUTE"": 6, ""MEMORY"": 6, ""DATASET"": 6, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 260, ""API_CREDITS"": 160, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,central_joint_leontief,a2,monitoring,1.0,1.0,8,0,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,central_joint_leontief,a3,monitoring+research,0.625,0.625,5,3,"{""COMPUTE"": 97, ""MEMORY"": 90, ""DATASET"": 44, ""API_CREDITS"": 38}","{""COMPUTE"": 92, ""MEMORY"": 85, ""DATASET"": 40, ""API_CREDITS"": 37}","{""COMPUTE"": 5, ""MEMORY"": 5, ""DATASET"": 4, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 166, ""MEMORY"": 150, ""API_CREDITS"": 68, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,central_joint_leontief,a4,code_review+monitoring,1.0,1.0,8,0,"{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,central_joint_leontief,a5,code_review+research,0.875,0.875,7,1,"{""COMPUTE"": 106, ""MEMORY"": 88, ""DATASET"": 14, ""API_CREDITS"": 58}","{""COMPUTE"": 102, ""MEMORY"": 83, ""DATASET"": 8, ""API_CREDITS"": 57}","{""COMPUTE"": 4, ""MEMORY"": 5, ""DATASET"": 6, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 276, ""MEMORY"": 226, ""API_CREDITS"": 156, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,distributed_price_leontief,a0,code_review,1.0,1.0,8,0,"{""COMPUTE"": 109, ""MEMORY"": 87, ""DATASET"": 0, ""API_CREDITS"": 65}","{""COMPUTE"": 102, ""MEMORY"": 82, ""DATASET"": 0, ""API_CREDITS"": 61}","{""COMPUTE"": 7, ""MEMORY"": 5, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,distributed_price_leontief,a1,code_review+doc_processing+research,0.5,0.5,4,4,"{""COMPUTE"": 106, ""MEMORY"": 88, ""DATASET"": 22, ""API_CREDITS"": 53}","{""COMPUTE"": 100, ""MEMORY"": 82, ""DATASET"": 16, ""API_CREDITS"": 50}","{""COMPUTE"": 6, ""MEMORY"": 6, ""DATASET"": 6, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 260, ""API_CREDITS"": 160, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,distributed_price_leontief,a2,monitoring,1.0,1.0,8,0,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,distributed_price_leontief,a3,monitoring+research,0.625,0.625,5,3,"{""COMPUTE"": 97, ""MEMORY"": 90, ""DATASET"": 44, ""API_CREDITS"": 38}","{""COMPUTE"": 92, ""MEMORY"": 85, ""DATASET"": 40, ""API_CREDITS"": 37}","{""COMPUTE"": 5, ""MEMORY"": 5, ""DATASET"": 4, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 166, ""MEMORY"": 150, ""API_CREDITS"": 68, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,distributed_price_leontief,a4,code_review+monitoring,1.0,1.0,8,0,"{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,distributed_price_leontief,a5,code_review+research,0.875,0.875,7,1,"{""COMPUTE"": 106, ""MEMORY"": 88, ""DATASET"": 14, ""API_CREDITS"": 58}","{""COMPUTE"": 102, ""MEMORY"": 83, ""DATASET"": 8, ""API_CREDITS"": 57}","{""COMPUTE"": 4, ""MEMORY"": 5, ""DATASET"": 6, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 276, ""MEMORY"": 226, ""API_CREDITS"": 156, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,drf,a0,code_review,1.0,1.0,8,0,"{""COMPUTE"": 102, ""MEMORY"": 82, ""DATASET"": 0, ""API_CREDITS"": 61}","{""COMPUTE"": 102, ""MEMORY"": 82, ""DATASET"": 0, ""API_CREDITS"": 61}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,drf,a1,code_review+doc_processing+research,0.5,0.5,4,4,"{""COMPUTE"": 123, ""MEMORY"": 103, ""DATASET"": 25, ""API_CREDITS"": 62}","{""COMPUTE"": 116, ""MEMORY"": 94, ""DATASET"": 16, ""API_CREDITS"": 58}","{""COMPUTE"": 7, ""MEMORY"": 9, ""DATASET"": 9, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 260, ""API_CREDITS"": 160, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,drf,a2,monitoring,0.5,0.5,4,4,"{""COMPUTE"": 38, ""MEMORY"": 42, ""DATASET"": 38, ""API_CREDITS"": 5}","{""COMPUTE"": 32, ""MEMORY"": 36, ""DATASET"": 32, ""API_CREDITS"": 4}","{""COMPUTE"": 6, ""MEMORY"": 6, ""DATASET"": 6, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,drf,a3,monitoring+research,0.5,0.5,4,4,"{""COMPUTE"": 84, ""MEMORY"": 78, ""DATASET"": 38, ""API_CREDITS"": 33}","{""COMPUTE"": 66, ""MEMORY"": 62, ""DATASET"": 32, ""API_CREDITS"": 24}","{""COMPUTE"": 18, ""MEMORY"": 16, ""DATASET"": 6, ""API_CREDITS"": 9}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 166, ""MEMORY"": 150, ""API_CREDITS"": 68, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,drf,a4,code_review+monitoring,1.0,1.0,8,0,"{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 76, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,drf,a5,code_review+research,0.875,0.875,7,1,"{""COMPUTE"": 112, ""MEMORY"": 93, ""DATASET"": 14, ""API_CREDITS"": 61}","{""COMPUTE"": 102, ""MEMORY"": 83, ""DATASET"": 8, ""API_CREDITS"": 57}","{""COMPUTE"": 10, ""MEMORY"": 10, ""DATASET"": 6, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 276, ""MEMORY"": 226, ""API_CREDITS"": 156, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,equal,a0,code_review,1.0,1.0,8,0,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 51}","{""COMPUTE"": 80, ""MEMORY"": 64, ""DATASET"": 0, ""API_CREDITS"": 48}","{""COMPUTE"": 19, ""MEMORY"": 20, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,equal,a1,code_review+doc_processing+research,0.375,0.375,3,5,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 43, ""API_CREDITS"": 51}","{""COMPUTE"": 98, ""MEMORY"": 80, ""DATASET"": 16, ""API_CREDITS"": 48}","{""COMPUTE"": 1, ""MEMORY"": 4, ""DATASET"": 27, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 260, ""API_CREDITS"": 160, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,equal,a2,monitoring,0.625,0.625,5,3,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 43, ""API_CREDITS"": 8}","{""COMPUTE"": 40, ""MEMORY"": 45, ""DATASET"": 40, ""API_CREDITS"": 5}","{""COMPUTE"": 24, ""MEMORY"": 27, ""DATASET"": 3, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,equal,a3,monitoring+research,0.625,0.625,5,3,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 42, ""API_CREDITS"": 50}","{""COMPUTE"": 74, ""MEMORY"": 71, ""DATASET"": 40, ""API_CREDITS"": 25}","{""COMPUTE"": 25, ""MEMORY"": 13, ""DATASET"": 2, ""API_CREDITS"": 25}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 166, ""MEMORY"": 150, ""API_CREDITS"": 68, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,equal,a4,code_review+monitoring,1.0,1.0,8,0,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 16, ""API_CREDITS"": 50}","{""COMPUTE"": 88, ""MEMORY"": 76, ""DATASET"": 16, ""API_CREDITS"": 46}","{""COMPUTE"": 11, ""MEMORY"": 8, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,equal,a5,code_review+research,0.5,0.75,6,4,"{""COMPUTE"": 98, ""MEMORY"": 83, ""DATASET"": 16, ""API_CREDITS"": 50}","{""COMPUTE"": 96, ""MEMORY"": 80, ""DATASET"": 16, ""API_CREDITS"": 50}","{""COMPUTE"": 2, ""MEMORY"": 3, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 276, ""MEMORY"": 226, ""API_CREDITS"": 156, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,independent_bundle_maxmin,a0,code_review,1.0,1.0,8,0,"{""COMPUTE"": 105, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 63}","{""COMPUTE"": 102, ""MEMORY"": 82, ""DATASET"": 0, ""API_CREDITS"": 61}","{""COMPUTE"": 3, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,independent_bundle_maxmin,a1,code_review+doc_processing+research,0.375,0.375,3,5,"{""COMPUTE"": 99, ""MEMORY"": 83, ""DATASET"": 22, ""API_CREDITS"": 49}","{""COMPUTE"": 98, ""MEMORY"": 80, ""DATASET"": 16, ""API_CREDITS"": 48}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 6, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 260, ""API_CREDITS"": 160, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,independent_bundle_maxmin,a2,monitoring,1.0,1.0,8,0,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 64, ""API_CREDITS"": 8}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,independent_bundle_maxmin,a3,monitoring+research,0.625,0.625,5,3,"{""COMPUTE"": 91, ""MEMORY"": 84, ""DATASET"": 44, ""API_CREDITS"": 36}","{""COMPUTE"": 74, ""MEMORY"": 71, ""DATASET"": 40, ""API_CREDITS"": 25}","{""COMPUTE"": 17, ""MEMORY"": 13, ""DATASET"": 4, ""API_CREDITS"": 11}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 166, ""MEMORY"": 150, ""API_CREDITS"": 68, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,independent_bundle_maxmin,a4,code_review+monitoring,1.0,1.0,8,0,"{""COMPUTE"": 98, ""MEMORY"": 85, ""DATASET"": 16, ""API_CREDITS"": 49}","{""COMPUTE"": 88, ""MEMORY"": 76, ""DATASET"": 16, ""API_CREDITS"": 46}","{""COMPUTE"": 10, ""MEMORY"": 9, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,independent_bundle_maxmin,a5,code_review+research,0.875,0.875,7,1,"{""COMPUTE"": 101, ""MEMORY"": 83, ""DATASET"": 14, ""API_CREDITS"": 55}","{""COMPUTE"": 94, ""MEMORY"": 77, ""DATASET"": 8, ""API_CREDITS"": 53}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 6, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 276, ""MEMORY"": 226, ""API_CREDITS"": 156, ""DATASET"": 16}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,separable_leontief_relaxation,a0,code_review,1.0,1.0,8,0,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 0, ""API_CREDITS"": 51}","{""COMPUTE"": 80, ""MEMORY"": 64, ""DATASET"": 0, ""API_CREDITS"": 48}","{""COMPUTE"": 19, ""MEMORY"": 20, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 0}","{""COMPUTE"": 256, ""MEMORY"": 208, ""API_CREDITS"": 152, ""DATASET"": 0}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,separable_leontief_relaxation,a1,code_review+doc_processing+research,0.375,0.375,3,5,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 43, ""API_CREDITS"": 51}","{""COMPUTE"": 98, ""MEMORY"": 80, ""DATASET"": 16, ""API_CREDITS"": 48}","{""COMPUTE"": 1, ""MEMORY"": 4, ""DATASET"": 27, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 316, ""MEMORY"": 260, ""API_CREDITS"": 160, ""DATASET"": 48}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,separable_leontief_relaxation,a2,monitoring,0.625,0.625,5,3,"{""COMPUTE"": 64, ""MEMORY"": 72, ""DATASET"": 43, ""API_CREDITS"": 8}","{""COMPUTE"": 40, ""MEMORY"": 45, ""DATASET"": 40, ""API_CREDITS"": 5}","{""COMPUTE"": 24, ""MEMORY"": 27, ""DATASET"": 3, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 64, ""MEMORY"": 72, ""API_CREDITS"": 8, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,separable_leontief_relaxation,a3,monitoring+research,0.625,0.625,5,3,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 42, ""API_CREDITS"": 50}","{""COMPUTE"": 74, ""MEMORY"": 71, ""DATASET"": 40, ""API_CREDITS"": 25}","{""COMPUTE"": 25, ""MEMORY"": 13, ""DATASET"": 2, ""API_CREDITS"": 25}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 166, ""MEMORY"": 150, ""API_CREDITS"": 68, ""DATASET"": 64}"
dirichlet_0.1__moderate,dirichlet_0.1,moderate,624291094,separable_leontief_relaxation,a4,code_review+monitoring,1.0,1.0,8,0,"{""COMPUTE"": 99, ""MEMORY"": 84, ""DATASET"": 16, ""API_CREDITS"": 50}","{""COMPUTE"": 88, ""MEMORY"": 76, ""DATASET"": 16, ""API_CREDITS"": 46}","{""COMPUTE"": 11, ""MEMORY"": 8, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 1, ""API_CREDITS"": 1, ""DATASET"": 1}","{""COMPUTE"": 208, ""MEMORY"": 174, ""API_CREDITS"": 116, ""DATASET"": 16}"
